hour,year,month,weekday,workingday,feriado,count,Nhumidity,Nwindspeed,Ntemp,Ntermic_sens,clima_1,clima_2,clima_3,season_2,season_3,season_4
13,0,7,1,1,0,78,0.74,0.15786140350877195,0.7346938775510204,0.7121,0,1,0,0,1,0
14,0,7,1,1,0,90,0.79,0.22803508771929823,0.7142857142857143,0.6969999999999998,0,1,0,0,1,0
15,0,7,1,1,0,112,0.84,0.45618771929824564,0.6938775510204082,0.6667000000000001,1,0,0,0,1,0
16,0,7,1,1,0,198,0.84,0.26318070175438596,0.6938775510204082,0.6667000000000001,1,0,0,0,1,0
17,0,7,1,1,0,485,0.74,0.0,0.7142857142857143,0.6969999999999998,1,0,0,0,1,0
18,0,7,1,1,0,533,0.74,0.10531929824561403,0.7346938775510204,0.7121,1,0,0,0,1,0
19,0,7,1,1,0,386,0.7,0.10531929824561403,0.7346938775510204,0.6969999999999998,1,0,0,0,1,0
20,0,7,1,1,0,302,0.74,0.15786140350877195,0.7142857142857143,0.6969999999999998,1,0,0,0,1,0
21,0,7,1,1,0,194,0.84,0.0,0.6938775510204082,0.6667000000000001,1,0,0,0,1,0
22,0,7,1,1,0,125,0.84,0.0,0.6938775510204082,0.6667000000000001,1,0,0,0,1,0
23,0,7,1,1,0,87,0.84,0.10531929824561403,0.6938775510204082,0.6667000000000001,1,0,0,0,1,0
0,0,7,2,1,0,28,0.79,0.12283333333333334,0.6938775510204082,0.6667000000000001,1,0,0,0,1,0
1,0,7,2,1,0,12,0.79,0.12283333333333334,0.6938775510204082,0.6667000000000001,1,0,0,0,1,0
2,0,7,2,1,0,7,0.89,0.12283333333333334,0.6734693877551021,0.6364,1,0,0,0,1,0
3,0,7,2,1,0,4,0.89,0.15786140350877195,0.6734693877551021,0.6364,1,0,0,0,1,0
4,0,7,2,1,0,6,0.88,0.19300701754385965,0.6734693877551021,0.6364,1,0,0,0,1,0
5,0,7,2,1,0,27,0.89,0.10531929824561403,0.6530612244897959,0.5909,1,0,0,0,1,0
6,0,7,2,1,0,110,0.83,0.26318070175438596,0.6734693877551021,0.6364,1,0,0,0,1,0
7,0,7,2,1,0,318,0.66,0.3333543859649123,0.7142857142857143,0.6818000000000001,1,0,0,0,1,0
8,0,7,2,1,0,424,0.55,0.22803508771929823,0.7346938775510204,0.6818000000000001,1,0,0,0,1,0
9,0,7,2,1,0,187,0.4,0.26318070175438596,0.7551020408163265,0.6818000000000001,1,0,0,0,1,0
10,0,7,2,1,0,138,0.31,0.26318070175438596,0.7959183673469389,0.6969999999999998,1,0,0,0,1,0
11,0,7,2,1,0,151,0.3,0.0,0.8163265306122448,0.7121,1,0,0,0,1,0
12,0,7,2,1,0,147,0.28,0.0,0.836734693877551,0.7273000000000001,1,0,0,0,1,0
13,0,7,2,1,0,182,0.32,0.3508684210526316,0.836734693877551,0.7273000000000001,1,0,0,0,1,0
14,0,7,2,1,0,147,0.3,0.3333543859649123,0.8571428571428571,0.7424,1,0,0,0,1,0
15,0,7,2,1,0,163,0.28,0.3860140350877193,0.8775510204081632,0.7576,1,0,0,0,1,0
16,0,7,2,1,0,254,0.36,0.3333543859649123,0.8571428571428571,0.7576,1,0,0,0,1,0
17,0,7,2,1,0,537,0.36,0.42104210526315794,0.8571428571428571,0.7576,1,0,0,0,1,0
18,0,7,2,1,0,546,0.39,0.45618771929824564,0.836734693877551,0.7424,1,0,0,0,1,0
19,0,7,2,1,0,398,0.43,0.3508684210526316,0.8163265306122448,0.7424,1,0,0,0,1,0
20,0,7,2,1,0,290,0.46,0.29820877192982453,0.7959183673469389,0.7273000000000001,1,0,0,0,1,0
21,0,7,2,1,0,267,0.49,0.26318070175438596,0.7755102040816326,0.7121,1,0,0,0,1,0
22,0,7,2,1,0,158,0.55,0.15786140350877195,0.7551020408163265,0.6969999999999998,1,0,0,0,1,0
23,0,7,2,1,0,89,0.58,0.12283333333333334,0.7551020408163265,0.7121,1,0,0,0,1,0
0,0,7,3,1,0,45,0.52,0.19300701754385965,0.7755102040816326,0.7121,0,1,0,0,1,0
1,0,7,3,1,0,10,0.49,0.22803508771929823,0.7755102040816326,0.7121,1,0,0,0,1,0
2,0,7,3,1,0,6,0.52,0.3508684210526316,0.7551020408163265,0.6969999999999998,1,0,0,0,1,0
3,0,7,3,1,0,4,0.58,0.19300701754385965,0.7142857142857143,0.6667000000000001,1,0,0,0,1,0
4,0,7,3,1,0,4,0.51,0.22803508771929823,0.7142857142857143,0.6667000000000001,1,0,0,0,1,0
5,0,7,3,1,0,18,0.54,0.3333543859649123,0.6938775510204082,0.6515000000000001,1,0,0,0,1,0
6,0,7,3,1,0,123,0.54,0.26318070175438596,0.6938775510204082,0.6515000000000001,1,0,0,0,1,0
7,0,7,3,1,0,347,0.48,0.29820877192982453,0.7142857142857143,0.6667000000000001,1,0,0,0,1,0
8,0,7,3,1,0,433,0.42,0.29820877192982453,0.7346938775510204,0.6667000000000001,1,0,0,0,1,0
9,0,7,3,1,0,216,0.35,0.29820877192982453,0.7551020408163265,0.6667000000000001,1,0,0,0,1,0
10,0,7,3,1,0,114,0.33,0.0,0.7755102040816326,0.6818000000000001,1,0,0,0,1,0
11,0,7,3,1,0,136,0.31,0.0,0.7959183673469389,0.6969999999999998,1,0,0,0,1,0
12,0,7,3,1,0,169,0.3,0.3333543859649123,0.8163265306122448,0.7121,1,0,0,0,1,0
13,0,7,3,1,0,180,0.3,0.42104210526315794,0.836734693877551,0.7273000000000001,1,0,0,0,1,0
14,0,7,3,1,0,127,0.28,0.26318070175438596,0.836734693877551,0.7273000000000001,1,0,0,0,1,0
15,0,7,3,1,0,140,0.26,0.29820877192982453,0.8571428571428571,0.7424,1,0,0,0,1,0
16,0,7,3,1,0,268,0.25,0.19300701754385965,0.8571428571428571,0.7273000000000001,1,0,0,0,1,0
17,0,7,3,1,0,572,0.26,0.26318070175438596,0.836734693877551,0.7121,1,0,0,0,1,0
18,0,7,3,1,0,541,0.28,0.12283333333333334,0.8163265306122448,0.7121,1,0,0,0,1,0
19,0,7,3,1,0,375,0.29,0.10531929824561403,0.7959183673469389,0.6969999999999998,1,0,0,0,1,0
20,0,7,3,1,0,294,0.45,0.26318070175438596,0.7551020408163265,0.6818000000000001,1,0,0,0,1,0
21,0,7,3,1,0,245,0.48,0.12283333333333334,0.7346938775510204,0.6667000000000001,1,0,0,0,1,0
22,0,7,3,1,0,180,0.48,0.0,0.7142857142857143,0.6667000000000001,1,0,0,0,1,0
23,0,7,3,1,0,109,0.45,0.10531929824561403,0.7346938775510204,0.6667000000000001,1,0,0,0,1,0
0,0,7,4,1,0,45,0.51,0.15786140350877195,0.6938775510204082,0.6515000000000001,1,0,0,0,1,0
1,0,7,4,1,0,29,0.51,0.0,0.7142857142857143,0.6667000000000001,1,0,0,0,1,0
2,0,7,4,1,0,7,0.54,0.12283333333333334,0.7142857142857143,0.6667000000000001,1,0,0,0,1,0
3,0,7,4,1,0,5,0.54,0.0,0.7142857142857143,0.6667000000000001,1,0,0,0,1,0
4,0,7,4,1,0,6,0.61,0.12283333333333334,0.6938775510204082,0.6515000000000001,1,0,0,0,1,0
5,0,7,4,1,0,27,0.65,0.12283333333333334,0.6938775510204082,0.6515000000000001,1,0,0,0,1,0
6,0,7,4,1,0,116,0.7,0.10531929824561403,0.6938775510204082,0.6515000000000001,1,0,0,0,1,0
7,0,7,4,1,0,305,0.7,0.19300701754385965,0.7142857142857143,0.6818000000000001,1,0,0,0,1,0
8,0,7,4,1,0,456,0.66,0.19300701754385965,0.7346938775510204,0.6969999999999998,1,0,0,0,1,0
9,0,7,4,1,0,210,0.59,0.22803508771929823,0.7755102040816326,0.7424,1,0,0,0,1,0
10,0,7,4,1,0,116,0.55,0.3333543859649123,0.7959183673469389,0.7576,1,0,0,0,1,0
11,0,7,4,1,0,154,0.56,0.3333543859649123,0.836734693877551,0.8181999999999999,1,0,0,0,1,0
12,0,7,4,1,0,186,0.53,0.29820877192982453,0.836734693877551,0.8030000000000002,1,0,0,0,1,0
13,0,7,4,1,0,152,0.47,0.29820877192982453,0.8571428571428571,0.8030000000000002,1,0,0,0,1,0
14,0,7,4,1,0,138,0.49,0.29820877192982453,0.836734693877551,0.7879,0,1,0,0,1,0
15,0,7,4,1,0,146,0.5,0.22803508771929823,0.8571428571428571,0.8181999999999999,1,0,0,0,1,0
16,0,7,4,1,0,256,0.47,0.19300701754385965,0.8571428571428571,0.8030000000000002,1,0,0,0,1,0
17,0,7,4,1,0,468,0.53,0.22803508771929823,0.836734693877551,0.8030000000000002,1,0,0,0,1,0
18,0,7,4,1,0,483,0.56,0.26318070175438596,0.836734693877551,0.8181999999999999,1,0,0,0,1,0
19,0,7,4,1,0,322,0.59,0.22803508771929823,0.8163265306122448,0.8030000000000002,1,0,0,0,1,0
20,0,7,4,1,0,270,0.63,0.22803508771929823,0.7959183673469389,0.7879,1,0,0,0,1,0
21,0,7,4,1,0,196,0.66,0.3333543859649123,0.7755102040816326,0.7576,1,0,0,0,1,0
22,0,7,4,1,0,174,0.7,0.29820877192982453,0.7551020408163265,0.7273000000000001,1,0,0,0,1,0
23,0,7,4,1,0,123,0.75,0.22803508771929823,0.7551020408163265,0.7424,1,0,0,0,1,0
0,0,7,5,1,0,57,0.79,0.19300701754385965,0.7346938775510204,0.7121,1,0,0,0,1,0
1,0,7,5,1,0,34,0.79,0.15786140350877195,0.7346938775510204,0.7121,1,0,0,0,1,0
2,0,7,5,1,0,13,0.79,0.0,0.7346938775510204,0.7121,1,0,0,0,1,0
3,0,7,5,1,0,11,0.79,0.0,0.7346938775510204,0.7121,1,0,0,0,1,0
4,0,7,5,1,0,6,0.84,0.15786140350877195,0.7142857142857143,0.7121,1,0,0,0,1,0
5,0,7,5,1,0,27,0.84,0.0,0.7142857142857143,0.7121,1,0,0,0,1,0
6,0,7,5,1,0,90,0.84,0.0,0.7142857142857143,0.7121,0,1,0,0,1,0
7,0,7,5,1,0,254,0.79,0.10531929824561403,0.7346938775510204,0.7121,0,1,0,0,1,0
8,0,7,5,1,0,384,0.77,0.0,0.7551020408163265,0.7727,0,1,0,0,1,0
9,0,7,5,1,0,179,0.47,0.29820877192982453,0.8571428571428571,0.8030000000000002,1,0,0,0,1,0
10,0,7,5,1,0,106,0.42,0.3333543859649123,0.8979591836734694,0.8484999999999999,1,0,0,0,1,0
11,0,7,5,1,0,161,0.4,0.3508684210526316,0.9183673469387755,0.8787999999999999,1,0,0,0,1,0
12,0,7,5,1,0,135,0.31,0.3333543859649123,0.9591836734693877,0.8636,1,0,0,0,1,0
13,0,7,5,1,0,156,0.31,0.0,0.9387755102040816,0.8332999999999999,1,0,0,0,1,0
14,0,7,5,1,0,148,0.3,0.26318070175438596,0.9591836734693877,0.8636,1,0,0,0,1,0
15,0,7,5,1,0,169,0.3,0.29820877192982453,0.9591836734693877,0.8636,1,0,0,0,1,0
16,0,7,5,1,0,233,0.3,0.45618771929824564,0.9591836734693877,0.8636,1,0,0,0,1,0
17,0,7,5,1,0,421,0.3,0.3508684210526316,0.9591836734693877,0.8636,1,0,0,0,1,0
18,0,7,5,1,0,362,0.37,0.3860140350877193,0.9183673469387755,0.8636,1,0,0,0,1,0
19,0,7,5,1,0,241,0.42,0.26318070175438596,0.8979591836734694,0.8484999999999999,1,0,0,0,1,0
20,0,7,5,1,0,206,0.41,0.3860140350877193,0.8571428571428571,0.7879,1,0,0,0,1,0
21,0,7,5,1,0,163,0.46,0.19300701754385965,0.8163265306122448,0.7576,1,0,0,0,1,0
22,0,7,5,1,0,174,0.49,0.26318070175438596,0.7959183673469389,0.7424,1,0,0,0,1,0
23,0,7,5,1,0,116,0.52,0.12283333333333334,0.7755102040816326,0.7121,1,0,0,0,1,0
0,0,7,6,0,0,133,0.55,0.22803508771929823,0.7551020408163265,0.6969999999999998,1,0,0,0,1,0
1,0,7,6,0,0,90,0.55,0.10531929824561403,0.7551020408163265,0.6969999999999998,1,0,0,0,1,0
2,0,7,6,0,0,42,0.55,0.12283333333333334,0.7551020408163265,0.6969999999999998,1,0,0,0,1,0
3,0,7,6,0,0,43,0.62,0.19300701754385965,0.7346938775510204,0.6818000000000001,1,0,0,0,1,0
4,0,7,6,0,0,10,0.66,0.19300701754385965,0.7142857142857143,0.6818000000000001,1,0,0,0,1,0
5,0,7,6,0,0,13,0.7,0.3333543859649123,0.7142857142857143,0.6818000000000001,1,0,0,0,1,0
6,0,7,6,0,0,24,0.7,0.3508684210526316,0.7142857142857143,0.6818000000000001,1,0,0,0,1,0
7,0,7,6,0,0,42,0.66,0.22803508771929823,0.7551020408163265,0.7273000000000001,1,0,0,0,1,0
8,0,7,6,0,0,114,0.59,0.26318070175438596,0.7755102040816326,0.7424,1,0,0,0,1,0
9,0,7,6,0,0,174,0.46,0.3508684210526316,0.8163265306122448,0.7576,1,0,0,0,1,0
10,0,7,6,0,0,261,0.41,0.3508684210526316,0.8163265306122448,0.7424,1,0,0,0,1,0
11,0,7,6,0,0,317,0.36,0.22803508771929823,0.836734693877551,0.7424,1,0,0,0,1,0
12,0,7,6,0,0,341,0.32,0.19300701754385965,0.836734693877551,0.7273000000000001,1,0,0,0,1,0
13,0,7,6,0,0,308,0.29,0.0,0.8775510204081632,0.7576,1,0,0,0,1,0
14,0,7,6,0,0,305,0.29,0.0,0.8979591836734694,0.7879,1,0,0,0,1,0
15,0,7,6,0,0,302,0.31,0.15786140350877195,0.8979591836734694,0.8030000000000002,1,0,0,0,1,0
16,0,7,6,0,0,302,0.27,0.26318070175438596,0.8979591836734694,0.7879,1,0,0,0,1,0
17,0,7,6,0,0,302,0.29,0.12283333333333334,0.8979591836734694,0.7879,1,0,0,0,1,0
18,0,7,6,0,0,299,0.28,0.22803508771929823,0.8775510204081632,0.7576,1,0,0,0,1,0
19,0,7,6,0,0,256,0.33,0.26318070175438596,0.7346938775510204,0.6515000000000001,1,0,0,0,1,0
20,0,7,6,0,0,206,0.43,0.15786140350877195,0.8163265306122448,0.7424,1,0,0,0,1,0
21,0,7,6,0,0,205,0.49,0.19300701754385965,0.7959183673469389,0.7424,1,0,0,0,1,0
22,0,7,6,0,0,209,0.52,0.12283333333333334,0.7755102040816326,0.7121,1,0,0,0,1,0
23,0,7,6,0,0,177,0.55,0.10531929824561403,0.7551020408163265,0.6969999999999998,1,0,0,0,1,0
0,0,7,0,0,0,113,0.55,0.10531929824561403,0.7551020408163265,0.6969999999999998,1,0,0,0,1,0
1,0,7,0,0,0,79,0.62,0.10531929824561403,0.7346938775510204,0.6818000000000001,1,0,0,0,1,0
2,0,7,0,0,0,67,0.66,0.10531929824561403,0.7346938775510204,0.6969999999999998,1,0,0,0,1,0
3,0,7,0,0,0,50,0.66,0.0,0.7346938775510204,0.6969999999999998,1,0,0,0,1,0
4,0,7,0,0,0,13,0.7,0.0,0.7142857142857143,0.6818000000000001,1,0,0,0,1,0
5,0,7,0,0,0,8,0.69,0.0,0.7142857142857143,0.6818000000000001,1,0,0,0,1,0
6,0,7,0,0,0,13,0.7,0.0,0.7346938775510204,0.6969999999999998,1,0,0,0,1,0
7,0,7,0,0,0,45,0.58,0.15786140350877195,0.7346938775510204,0.6818000000000001,1,0,0,0,1,0
8,0,7,0,0,0,142,0.55,0.26318070175438596,0.7551020408163265,0.6969999999999998,1,0,0,0,1,0
9,0,7,0,0,0,183,0.49,0.0,0.7959183673469389,0.7424,1,0,0,0,1,0
10,0,7,0,0,0,254,0.36,0.19300701754385965,0.836734693877551,0.7424,1,0,0,0,1,0
11,0,7,0,0,0,275,0.28,0.19300701754385965,0.8571428571428571,0.7424,1,0,0,0,1,0
12,0,7,0,0,0,338,0.25,0.22803508771929823,0.8979591836734694,0.7727,1,0,0,0,1,0
13,0,7,0,0,0,294,0.24,0.15786140350877195,0.8979591836734694,0.7727,1,0,0,0,1,0
14,0,7,0,0,0,326,0.24,0.19300701754385965,0.8979591836734694,0.7727,1,0,0,0,1,0
15,0,7,0,0,0,293,0.18,0.3508684210526316,0.9183673469387755,0.7727,1,0,0,0,1,0
16,0,7,0,0,0,306,0.17,0.3333543859649123,0.9183673469387755,0.7727,1,0,0,0,1,0
17,0,7,0,0,0,320,0.16,0.19300701754385965,0.9183673469387755,0.7727,1,0,0,0,1,0
18,0,7,0,0,0,304,0.41,0.3333543859649123,0.8571428571428571,0.7879,1,0,0,0,1,0
19,0,7,0,0,0,274,0.55,0.3860140350877193,0.7959183673469389,0.7576,1,0,0,0,1,0
20,0,7,0,0,0,275,0.55,0.3860140350877193,0.7959183673469389,0.7576,1,0,0,0,1,0
21,0,7,0,0,0,164,0.59,0.3508684210526316,0.7755102040816326,0.7424,1,0,0,0,1,0
22,0,7,0,0,0,96,0.7,0.3508684210526316,0.7346938775510204,0.6969999999999998,1,0,0,0,1,0
23,0,7,0,0,0,70,0.66,0.26318070175438596,0.7346938775510204,0.6969999999999998,1,0,0,0,1,0
0,0,8,1,1,0,29,0.7,0.26318070175438596,0.7142857142857143,0.6818000000000001,1,0,0,0,1,0
1,0,8,1,1,0,17,0.74,0.22803508771929823,0.7142857142857143,0.6969999999999998,1,0,0,0,1,0
2,0,8,1,1,0,11,0.74,0.12283333333333334,0.6938775510204082,0.6667000000000001,1,0,0,0,1,0
3,0,8,1,1,0,4,0.79,0.19300701754385965,0.6938775510204082,0.6667000000000001,1,0,0,0,1,0
4,0,8,1,1,0,4,0.83,0.15786140350877195,0.6530612244897959,0.6061,1,0,0,0,1,0
5,0,8,1,1,0,26,0.83,0.12283333333333334,0.6530612244897959,0.6061,1,0,0,0,1,0
6,0,8,1,1,0,100,0.83,0.10531929824561403,0.6530612244897959,0.6061,1,0,0,0,1,0
7,0,8,1,1,0,282,0.62,0.0,0.7346938775510204,0.6818000000000001,1,0,0,0,1,0
8,0,8,1,1,0,382,0.43,0.22803508771929823,0.7959183673469389,0.7273000000000001,1,0,0,0,1,0
9,0,8,1,1,0,166,0.41,0.0,0.8163265306122448,0.7424,1,0,0,0,1,0
10,0,8,1,1,0,97,0.36,0.19300701754385965,0.8571428571428571,0.7576,1,0,0,0,1,0
11,0,8,1,1,0,119,0.32,0.19300701754385965,0.8775510204081632,0.7727,1,0,0,0,1,0
12,0,8,1,1,0,168,0.33,0.29820877192982453,0.8979591836734694,0.8030000000000002,1,0,0,0,1,0
13,0,8,1,1,0,150,0.31,0.3508684210526316,0.8979591836734694,0.8030000000000002,1,0,0,0,1,0
14,0,8,1,1,0,123,0.29,0.22803508771929823,0.9183673469387755,0.8181999999999999,1,0,0,0,1,0
15,0,8,1,1,0,129,0.27,0.0,0.8979591836734694,0.7879,1,0,0,0,1,0
16,0,8,1,1,0,231,0.27,0.0,0.8979591836734694,0.7879,1,0,0,0,1,0
17,0,8,1,1,0,514,0.45,0.3508684210526316,0.7551020408163265,0.6818000000000001,1,0,0,0,1,0
18,0,8,1,1,0,543,0.43,0.22803508771929823,0.7755102040816326,0.6969999999999998,1,0,0,0,1,0
19,0,8,1,1,0,413,0.51,0.26318070175438596,0.7346938775510204,0.6667000000000001,1,0,0,0,1,0
20,0,8,1,1,0,305,0.62,0.26318070175438596,0.7142857142857143,0.6818000000000001,1,0,0,0,1,0
21,0,8,1,1,0,220,0.7,0.29820877192982453,0.6938775510204082,0.6515000000000001,1,0,0,0,1,0
22,0,8,1,1,0,137,0.7,0.10531929824561403,0.6938775510204082,0.6515000000000001,1,0,0,0,1,0
23,0,8,1,1,0,96,0.74,0.22803508771929823,0.6734693877551021,0.6364,1,0,0,0,1,0
0,0,8,2,1,0,29,0.74,0.0,0.6530612244897959,0.6212,1,0,0,0,1,0
1,0,8,2,1,0,12,0.74,0.12283333333333334,0.6530612244897959,0.6212,1,0,0,0,1,0
2,0,8,2,1,0,8,0.69,0.0,0.6734693877551021,0.6364,1,0,0,0,1,0
3,0,8,2,1,0,5,0.74,0.22803508771929823,0.6530612244897959,0.6212,1,0,0,0,1,0
4,0,8,2,1,0,10,0.74,0.12283333333333334,0.6530612244897959,0.6212,1,0,0,0,1,0
5,0,8,2,1,0,21,0.74,0.15786140350877195,0.6530612244897959,0.6212,1,0,0,0,1,0
6,0,8,2,1,0,117,0.69,0.12283333333333334,0.6734693877551021,0.6364,1,0,0,0,1,0
7,0,8,2,1,0,335,0.61,0.3333543859649123,0.7142857142857143,0.6667000000000001,1,0,0,0,1,0
8,0,8,2,1,0,435,0.58,0.3333543859649123,0.7346938775510204,0.6818000000000001,1,0,0,0,1,0
9,0,8,2,1,0,213,0.46,0.3508684210526316,0.7755102040816326,0.6969999999999998,1,0,0,0,1,0
10,0,8,2,1,0,140,0.36,0.3508684210526316,0.8163265306122448,0.7273000000000001,1,0,0,0,1,0
11,0,8,2,1,0,128,0.32,0.4912157894736842,0.836734693877551,0.7273000000000001,1,0,0,0,1,0
12,0,8,2,1,0,157,0.3,0.3333543859649123,0.8571428571428571,0.7424,1,0,0,0,1,0
13,0,8,2,1,0,203,0.3,0.26318070175438596,0.8571428571428571,0.7424,1,0,0,0,1,0
14,0,8,2,1,0,159,0.25,0.3333543859649123,0.8979591836734694,0.7727,1,0,0,0,1,0
15,0,8,2,1,0,168,0.25,0.3333543859649123,0.8979591836734694,0.7727,1,0,0,0,1,0
16,0,8,2,1,0,274,0.25,0.3333543859649123,0.8979591836734694,0.7727,1,0,0,0,1,0
17,0,8,2,1,0,556,0.27,0.15786140350877195,0.8979591836734694,0.7879,0,1,0,0,1,0
18,0,8,2,1,0,556,0.34,0.22803508771929823,0.8571428571428571,0.7576,0,1,0,0,1,0
19,0,8,2,1,0,454,0.36,0.26318070175438596,0.8571428571428571,0.7576,0,1,0,0,1,0
20,0,8,2,1,0,288,0.46,0.29820877192982453,0.8163265306122448,0.7576,0,1,0,0,1,0
21,0,8,2,1,0,254,0.52,0.26318070175438596,0.7959183673469389,0.7424,1,0,0,0,1,0
22,0,8,2,1,0,191,0.59,0.19300701754385965,0.7755102040816326,0.7424,0,1,0,0,1,0
23,0,8,2,1,0,132,0.49,0.19300701754385965,0.7959183673469389,0.7424,0,1,0,0,1,0
0,0,8,3,1,0,43,0.49,0.19300701754385965,0.7959183673469389,0.7424,0,1,0,0,1,0
1,0,8,3,1,0,16,0.52,0.19300701754385965,0.7755102040816326,0.7121,0,1,0,0,1,0
2,0,8,3,1,0,11,0.49,0.19300701754385965,0.7755102040816326,0.7121,0,1,0,0,1,0
3,0,8,3,1,0,4,0.55,0.10531929824561403,0.7551020408163265,0.6969999999999998,0,1,0,0,1,0
4,0,8,3,1,0,7,0.52,0.19300701754385965,0.7551020408163265,0.6969999999999998,0,1,0,0,1,0
5,0,8,3,1,0,24,0.55,0.10531929824561403,0.7551020408163265,0.6969999999999998,0,1,0,0,1,0
6,0,8,3,1,0,110,0.66,0.5789035087719299,0.7142857142857143,0.6818000000000001,0,0,1,0,1,0
7,0,8,3,1,0,271,0.51,0.26318070175438596,0.7346938775510204,0.6667000000000001,0,1,0,0,1,0
8,0,8,3,1,0,437,0.51,0.19300701754385965,0.7346938775510204,0.6667000000000001,0,1,0,0,1,0
9,0,8,3,1,0,195,0.55,0.22803508771929823,0.7346938775510204,0.6818000000000001,0,1,0,0,1,0
10,0,8,3,1,0,68,0.58,0.10531929824561403,0.7346938775510204,0.6818000000000001,0,0,1,0,1,0
11,0,8,3,1,0,122,0.58,0.12283333333333334,0.7346938775510204,0.6818000000000001,0,1,0,0,1,0
12,0,8,3,1,0,161,0.55,0.15786140350877195,0.7551020408163265,0.6969999999999998,0,0,1,0,1,0
13,0,8,3,1,0,144,0.58,0.26318070175438596,0.7551020408163265,0.7121,0,1,0,0,1,0
14,0,8,3,1,0,147,0.58,0.26318070175438596,0.7551020408163265,0.7121,0,1,0,0,1,0
15,0,8,3,1,0,118,0.79,0.15786140350877195,0.6938775510204082,0.6667000000000001,0,1,0,0,1,0
16,0,8,3,1,0,150,0.79,0.0,0.6734693877551021,0.6364,0,0,1,0,1,0
17,0,8,3,1,0,425,0.79,0.0,0.6938775510204082,0.6667000000000001,0,1,0,0,1,0
18,0,8,3,1,0,492,0.84,0.0,0.6938775510204082,0.6667000000000001,0,0,1,0,1,0
19,0,8,3,1,0,321,0.84,0.0,0.6938775510204082,0.6667000000000001,0,0,1,0,1,0
20,0,8,3,1,0,87,0.84,0.12283333333333334,0.6938775510204082,0.6667000000000001,0,0,1,0,1,0
21,0,8,3,1,0,88,0.89,0.15786140350877195,0.6734693877551021,0.6364,0,1,0,0,1,0
22,0,8,3,1,0,77,0.89,0.12283333333333334,0.6734693877551021,0.6364,0,0,1,0,1,0
23,0,8,3,1,0,56,0.89,0.10531929824561403,0.6734693877551021,0.6364,0,1,0,0,1,0
0,0,8,4,1,0,17,0.89,0.10531929824561403,0.6734693877551021,0.6364,0,1,0,0,1,0
1,0,8,4,1,0,17,0.94,0.10531929824561403,0.6530612244897959,0.5909,0,1,0,0,1,0
2,0,8,4,1,0,7,0.94,0.10531929824561403,0.6530612244897959,0.5909,0,1,0,0,1,0
3,0,8,4,1,0,3,0.94,0.10531929824561403,0.6530612244897959,0.5909,0,0,1,0,1,0
4,0,8,4,1,0,7,0.89,0.0,0.6734693877551021,0.6364,0,1,0,0,1,0
5,0,8,4,1,0,20,0.89,0.0,0.6734693877551021,0.6364,0,1,0,0,1,0
6,0,8,4,1,0,97,0.89,0.3508684210526316,0.6734693877551021,0.6364,0,1,0,0,1,0
7,0,8,4,1,0,282,0.89,0.3508684210526316,0.6734693877551021,0.6364,0,1,0,0,1,0
8,0,8,4,1,0,398,0.82,0.42104210526315794,0.6938775510204082,0.6515000000000001,0,1,0,0,1,0
9,0,8,4,1,0,187,0.74,0.3860140350877193,0.7142857142857143,0.6969999999999998,1,0,0,0,1,0
10,0,8,4,1,0,113,0.71,0.3508684210526316,0.7142857142857143,0.6667000000000001,1,0,0,0,1,0
11,0,8,4,1,0,149,0.66,0.26318070175438596,0.7346938775510204,0.6969999999999998,0,1,0,0,1,0
12,0,8,4,1,0,205,0.62,0.26318070175438596,0.7551020408163265,0.7121,0,1,0,0,1,0
13,0,8,4,1,0,205,0.58,0.0,0.7551020408163265,0.7121,1,0,0,0,1,0
14,0,8,4,1,0,167,0.55,0.19300701754385965,0.7959183673469389,0.7576,1,0,0,0,1,0
15,0,8,4,1,0,165,0.55,0.29820877192982453,0.7959183673469389,0.7576,1,0,0,0,1,0
16,0,8,4,1,0,290,0.62,0.3860140350877193,0.7551020408163265,0.7121,1,0,0,0,1,0
17,0,8,4,1,0,555,0.62,0.3860140350877193,0.7551020408163265,0.7121,1,0,0,0,1,0
18,0,8,4,1,0,523,0.74,0.3508684210526316,0.6938775510204082,0.6667000000000001,1,0,0,0,1,0
19,0,8,4,1,0,366,0.74,0.3333543859649123,0.6938775510204082,0.6667000000000001,1,0,0,0,1,0
20,0,8,4,1,0,286,0.74,0.22803508771929823,0.6938775510204082,0.6667000000000001,0,1,0,0,1,0
21,0,8,4,1,0,211,0.74,0.22803508771929823,0.6938775510204082,0.6667000000000001,0,1,0,0,1,0
22,0,8,4,1,0,174,0.74,0.22803508771929823,0.6734693877551021,0.6364,1,0,0,0,1,0
23,0,8,4,1,0,132,0.74,0.12283333333333334,0.6530612244897959,0.6212,1,0,0,0,1,0
0,0,8,5,1,0,54,0.74,0.12283333333333334,0.6530612244897959,0.6212,1,0,0,0,1,0
1,0,8,5,1,0,19,0.78,0.10531929824561403,0.6326530612244897,0.5909,1,0,0,0,1,0
2,0,8,5,1,0,19,0.69,0.0,0.6530612244897959,0.6212,1,0,0,0,1,0
3,0,8,5,1,0,6,0.78,0.10531929824561403,0.6326530612244897,0.5909,1,0,0,0,1,0
4,0,8,5,1,0,7,0.78,0.15786140350877195,0.6326530612244897,0.5909,1,0,0,0,1,0
